year,gender,age_group,racial_identity,sexual_orientation,language,income_sources,health_challenges,immigration_status,location_tonight,shelter_past_year,education,acquired_brain_injury
2023,Men,25 to 49 years old,Non-racialized,Heterosexual,,,Physical limitation,"Yes, refugee or refugee claimant",Transitional housing,Yes,High school graduate,Yes
2023,Women,18 to 24 years old,Racialized,Heterosexual,,,Mental health issue,No,Institution,Yes,Less than high school,No
2023,Women,50 to 64 years old,Racialized,Heterosexual,,,Substance use issue,No,Transitional housing,Yes,Less than high school,Yes
2023,Men,25 to 49 years old,Non-racialized,Heterosexual,,,Physical limitation,No,Unsure,No,Some post-secondary,No
2023,Men,25 to 49 years old,Racialized,"Gay, lesbian and other",,,Learning/cognitive limitation,No,Transitional housing,Yes,Some post-secondary,No
2023,Women,25 to 49 years old,Racialized,Heterosexual,,,Physical limitation,No,Transitional housing,Yes,Post-secondary or higher,Yes
2023,Men,25 to 49 years old,Racialized,Heterosexual,,,Mental health issue,No,Transitional housing,Yes,High school graduate,No
2023,Women,Over 65 years old,Racialized,Heterosexual,,,Substance use issue,No,Emergency shelter,No,Post-secondary or higher,No
2023,Women,25 to 49 years old,Racialized,"Gay, lesbian and other",,,Substance use issue,No,Transitional housing,No,Less than high school,No
2023,Women,50 to 64 years old,Racialized,Heterosexual,,,Physical limitation,No,Transitional housing,No,High school graduate,No
2023,Men,25 to 49 years old,Non-racialized,Heterosexual,,,Medical condition,No,Transitional housing,No,Post-secondary or higher,Yes
2023,Women,25 to 49 years old,Non-racialized,Heterosexual,,,Mental health issue,No,Transitional housing,Yes,Less than high school,No
2023,Men,25 to 49 years old,Racialized,Heterosexual,,,Substance use issue,No,Emergency shelter,No,Some post-secondary,No
2023,Men,25 to 49 years old,Racialized,"Gay, lesbian and other",,,Medical condition,No,Emergency shelter,Yes,Less than high school,No
2023,Men,18 to 24 years old,Non-racialized,Heterosexual,,,Substance use issue,No,Unsheltered,Yes,Less than high school,No
2023,Men,25 to 49 years old,Non-racialized,Heterosexual,,,Learning/cognitive limitation,No,Emergency shelter,Yes,High school graduate,Yes
2023,Men,25 to 49 years old,Racialized,Heterosexual,,,Mental health issue,No,Transitional housing,Yes,Less than high school,Yes
2023,Women,25 to 49 years old,Racialized,Heterosexual,,,Mental health issue,No,Transitional housing,Yes,Post-secondary or higher,No
2023,Men,50 to 64 years old,Racialized,Heterosexual,,,Mental health issue,No,Transitional housing,No,Less than high school,No
2023,Women,25 to 49 years old,Racialized,Heterosexual,,,Mental health issue,"Yes, immigrant",Transitional housing,No,High school graduate,No
2023,Men,25 to 49 years old,Non-racialized,Heterosexual,,,Learning/cognitive limitation,No,Emergency shelter,No,Less than high school,No
2023,Men,25 to 49 years old,Racialized,Heterosexual,,,Substance use issue,No,Emergency shelter,Yes,High school graduate,No
2023,Men,25 to 49 years old,Racialized,Heterosexual,,,Mental health issue,No,Someone else's place,No,High school graduate,No
2023,Women,25 to 49 years old,Racialized,Heterosexual,,,Mental health issue,"Yes, refugee or refugee claimant",Emergency shelter,Yes,High school graduate,No
2023,Men,50 to 64 years old,Racialized,Heterosexual,,,Substance use issue,No,Unsheltered,Yes,High school graduate,No
2023,Women,25 to 49 years old,Racialized,Heterosexual,,,Substance use issue,No,Emergency shelter,Yes,High school graduate,No
2023,Men,25 to 49 years old,Non-racialized,Heterosexual,,,Mental health issue,"Yes, refugee or refugee claimant",Emergency shelter,No,High school graduate,No
2023,Men,25 to 49 years old,Racialized,Heterosexual,,,Medical condition,No,Emergency shelter,No,Less than high school,No
2023,Men,18 to 24 years old,Racialized,"Gay, lesbian and other",,,Substance use issue,No,Emergency shelter,No,High school graduate,No
2023,Men,50 to 64 years old,Non-racialized,Heterosexual,,,Substance use issue,"Yes, refugee or refugee claimant",Emergency shelter,Yes,High school graduate,No
2023,Women,25 to 49 years old,Non-racialized,Heterosexual,,,Physical limitation,"Yes, refugee or refugee claimant",Emergency shelter,No,Post-secondary or higher,No
2023,Women,25 to 49 years old,Racialized,Heterosexual,,,Substance use issue,No,Emergency shelter,No,High school graduate,No
2023,Women,25 to 49 years old,Non-racialized,"Gay, lesbian and other",,,Mental health issue,"Yes, immigrant",Emergency shelter,Yes,Less than high school,No
2023,Men,25 to 49 years old,Racialized,Heterosexual,,,Mental health issue,No,Transitional housing,Yes,High school graduate,No
2023,Women,18 to 24 years old,Racialized,Heterosexual,,,Physical limitation,No,Transitional housing,Yes,Post-secondary or higher,No
2023,Men,50 to 64 years old,Racialized,"Gay, lesbian and other",,,Learning/cognitive limitation,No,Transitional housing,No,High school graduate,No
2023,Men,25 to 49 years old,Racialized,Heterosexual,,,Physical limitation,"Yes, immigrant",Someone else's place,No,Less than high school,No
2023,Women,25 to 49 years old,Non-racialized,Heterosexual,,,Learning/cognitive limitation,No,Transitional housing,No,Post-secondary or higher,No
2023,Men,50 to 64 years old,Racialized,Heterosexual,,,Learning/cognitive limitation,No,Emergency shelter,No,Some post-secondary,No
2023,Women,25 to 49 years old,Racialized,Heterosexual,,,Substance use issue,No,Emergency shelter,Yes,High school graduate,Yes
2023,Men,25 to 49 years old,Non-racialized,Heterosexual,,,Mental health issue,"Yes, refugee or refugee claimant",Transitional housing,Yes,Less than high school,No
2023,Men,25 to 49 years old,Racialized,Heterosexual,,,Substance use issue,No,Transitional housing,Yes,Less than high school,No
2023,Men,50 to 64 years old,Racialized,Heterosexual,,,Learning/cognitive limitation,"Yes, immigrant",Transitional housing,Yes,Post-secondary or higher,No
2023,Women,25 to 49 years old,Racialized,Heterosexual,,,Medical condition,No,Emergency shelter,Yes,Some post-secondary,No
2023,Men,25 to 49 years old,Racialized,Heterosexual,,,Mental health issue,No,Emergency shelter,No,High school graduate,Yes
2023,Men,18 to 24 years old,Racialized,"Gay, lesbian and other",,,Substance use issue,No,Emergency shelter,No,High school graduate,No
2023,Women,50 to 64 years old,Racialized,Heterosexual,,,Learning/cognitive limitation,No,Unsheltered,Yes,Post-secondary or higher,No
2023,Women,25 to 49 years old,Racialized,Heterosexual,,,Substance use issue,No,Emergency shelter,Yes,Some post-secondary,No
2023,Men,18 to 24 years old,Racialized,Heterosexual,,,Substance use issue,No,Emergency shelter,Yes,Some post-secondary,No
2023,Men,25 to 49 years old,Racialized,Heterosexual,,,Substance use issue,No,Unsheltered,No,Less than high school,No
2023,Men,18 to 24 years old,Racialized,Heterosexual,,,Learning/cognitive limitation,"Yes, refugee or refugee claimant",Vehicle,Yes,Less than high school,Yes
2023,Women,25 to 49 years old,Racialized,Heterosexual,,,Physical limitation,No,Someone else's place,No,High school graduate,Yes
2023,Women,18 to 24 years old,Non-racialized,Heterosexual,,,Mental health issue,"Yes, refugee or refugee claimant",Someone else's place,Yes,Less than high school,No
2023,Non-binary and other identities,25 to 49 years old,Non-racialized,Heterosexual,,,Substance use issue,"Yes, refugee or refugee claimant",Emergency shelter,No,Less than high school,No
2023,Women,18 to 24 years old,Non-racialized,Heterosexual,,,Mental health issue,No,Emergency shelter,Yes,High school graduate,No
2023,Men,50 to 64 years old,Racialized,Heterosexual,,,Physical limitation,No,Emergency shelter,No,High school graduate,No
2023,Men,25 to 49 years old,Non-racialized,Heterosexual,,,Substance use issue,No,Emergency shelter,No,High school graduate,No
2023,Women,25 to 49 years old,Racialized,Heterosexual,,,Substance use issue,No,Emergency shelter,No,Post-secondary or higher,No
2023,Women,25 to 49 years old,Racialized,Heterosexual,,,Physical limitation,No,Emergency shelter,No,High school graduate,No
2023,Women,Over 65 years old,Racialized,"Gay, lesbian and other",,,Learning/cognitive limitation,No,Unsheltered,Yes,Some post-secondary,No
2023,Men,25 to 49 years old,Racialized,Heterosexual,,,Substance use issue,No,Emergency shelter,No,High school graduate,No
2023,Women,25 to 49 years old,Non-racialized,Heterosexual,,,Substance use issue,"Yes, refugee or refugee claimant",Emergency shelter,Yes,Post-secondary or higher,No
2023,Women,25 to 49 years old,Non-racialized,Heterosexual,,,Substance use issue,No,Unsheltered,Yes,High school graduate,Yes
2023,Women,Over 65 years old,Non-racialized,Heterosexual,,,Mental health issue,No,Unsheltered,Yes,Post-secondary or higher,No
2023,Men,25 to 49 years old,Racialized,Heterosexual,,,Medical condition,No,Transitional housing,No,Some post-secondary,No
2023,Men,25 to 49 years old,Racialized,Heterosexual,,,Medical condition,"Yes, immigrant",Motel/hotel (self-funded),No,Less than high school,No
2023,Women,25 to 49 years old,Racialized,Heterosexual,,,Mental health issue,No,Someone else's place,Yes,High school graduate,No
2023,Women,25 to 49 years old,Racialized,Heterosexual,,,Learning/cognitive limitation,"Yes, refugee or refugee claimant",Vehicle,Yes,Less than high school,No
2023,Men,18 to 24 years old,Racialized,Heterosexual,,,Substance use issue,"Yes, refugee or refugee claimant",Emergency shelter,No,High school graduate,No
2023,Women,50 to 64 years old,Racialized,"Gay, lesbian and other",,,Medical condition,No,Unsheltered,Yes,Less than high school,Yes
2023,Men,25 to 49 years old,Racialized,Heterosexual,,,Substance use issue,No,Emergency shelter,Yes,Post-secondary or higher,No
2023,Women,18 to 24 years old,Racialized,Heterosexual,,,Learning/cognitive limitation,No,Transitional housing,Yes,Some post-secondary,No
2023,Men,18 to 24 years old,Non-racialized,Heterosexual,,,Substance use issue,No,Vehicle,No,Some post-secondary,Yes
2023,Men,50 to 64 years old,Racialized,Heterosexual,,,Mental health issue,No,Unsheltered,No,High school graduate,No
2023,Women,Over 65 years old,Non-racialized,Heterosexual,,,Mental health issue,No,Emergency shelter,Yes,Less than high school,No
2023,Women,25 to 49 years old,Non-racialized,Heterosexual,,,Substance use issue,"Yes, refugee or refugee claimant",Emergency shelter,Yes,High school graduate,No
2023,Women,25 to 49 years old,Non-racialized,Heterosexual,,,Mental health issue,No,Someone else's place,Yes,Some post-secondary,No
2023,Men,50 to 64 years old,Racialized,Heterosexual,,,Substance use issue,No,Someone else's place,No,Less than high school,Yes
2023,Men,25 to 49 years old,Racialized,Heterosexual,,,Physical limitation,No,Emergency shelter,Yes,High school graduate,No
2023,Men,50 to 64 years old,Racialized,Heterosexual,,,Medical condition,"Yes, refugee or refugee claimant",Transitional housing,Yes,Less than high school,No
2023,Men,18 to 24 years old,Racialized,Heterosexual,,,Medical condition,No,Transitional housing,Yes,High school graduate,No
2023,Men,50 to 64 years old,Racialized,Heterosexual,,,Mental health issue,"Yes, refugee or refugee claimant",Emergency shelter,Yes,Post-secondary or higher,Yes
2023,Men,25 to 49 years old,Non-racialized,"Gay, lesbian and other",,,Physical limitation,"Yes, refugee or refugee claimant",Emergency shelter,Yes,Post-secondary or higher,No
2023,Men,25 to 49 years old,Non-racialized,"Gay, lesbian and other",,,Substance use issue,"Yes, refugee or refugee claimant",Transitional housing,Yes,High school graduate,Yes
2023,Women,50 to 64 years old,Racialized,Heterosexual,,,Learning/cognitive limitation,No,Emergency shelter,Yes,Less than high school,No
2023,Men,25 to 49 years old,Non-racialized,Heterosexual,,,Substance use issue,No,Transitional housing,Yes,Less than high school,Yes
2023,Men,25 to 49 years old,Racialized,Heterosexual,,,Substance use issue,No,Someone else's place,Yes,High school graduate,No
2023,Women,25 to 49 years old,Racialized,Heterosexual,,,Physical limitation,"Yes, refugee or refugee claimant",Emergency shelter,Yes,Some post-secondary,No
2023,Men,25 to 49 years old,Non-racialized,Heterosexual,,,Mental health issue,No,Emergency shelter,Yes,Post-secondary or higher,No
2023,Women,25 to 49 years old,Racialized,Heterosexual,,,Learning/cognitive limitation,No,Transitional housing,Yes,High school graduate,No
2023,Men,25 to 49 years old,Racialized,Heterosexual,,,Medical condition,No,Unsure,Yes,High school graduate,No
2023,Men,25 to 49 years old,Racialized,Heterosexual,,,Mental health issue,No,Unsheltered,No,Post-secondary or higher,No
2023,Men,Over 65 years old,Non-racialized,Heterosexual,,,Learning/cognitive limitation,"Yes, refugee or refugee claimant",Emergency shelter,No,Post-secondary or higher,No
2023,Men,25 to 49 years old,Non-racialized,Heterosexual,,,Substance use issue,No,Transitional housing,Yes,Some post-secondary,No
2023,Men,50 to 64 years old,Racialized,Heterosexual,,,Mental health issue,"Yes, immigrant",Emergency shelter,Yes,High school graduate,No
2023,Men,25 to 49 years old,Non-racialized,Heterosexual,,,Mental health issue,"Yes, immigrant",Unsheltered,No,Less than high school,Yes
2023,Men,25 to 49 years old,Non-racialized,Heterosexual,,,Physical limitation,No,Transitional housing,No,Some post-secondary,No
2023,Men,25 to 49 years old,Racialized,Heterosexual,,,Substance use issue,No,Emergency shelter,Yes,Post-secondary or higher,No
2023,Women,25 to 49 years old,Non-racialized,Heterosexual,,,Substance use issue,No,Encampment,Yes,High school graduate,No
2023,Men,25 to 49 years old,Racialized,Heterosexual,,,Substance use issue,No,Emergency shelter,No,High school graduate,No
2023,Men,25 to 49 years old,Non-racialized,Heterosexual,,,Learning/cognitive limitation,No,Someone else's place,No,Less than high school,No
2023,Women,25 to 49 years old,Racialized,Heterosexual,,,Mental health issue,"Yes, refugee or refugee claimant",Institution,Yes,Post-secondary or higher,Yes
2023,Women,50 to 64 years old,Racialized,Don't know,,,Substance use issue,No,Emergency shelter,No,Post-secondary or higher,No
2023,Men,25 to 49 years old,Racialized,Heterosexual,,,Learning/cognitive limitation,"Yes, refugee or refugee claimant",Transitional housing,Yes,High school graduate,Yes
2023,Men,25 to 49 years old,Racialized,Heterosexual,,,Mental health issue,No,Transitional housing,Yes,High school graduate,No
2023,Women,25 to 49 years old,Non-racialized,Heterosexual,,,Mental health issue,No,Unsure,Yes,Less than high school,No
2023,Men,25 to 49 years old,Racialized,Heterosexual,,,Physical limitation,No,Emergency shelter,Yes,High school graduate,No
2023,Men,18 to 24 years old,Racialized,Heterosexual,,,Mental health issue,No,Emergency shelter,Yes,High school graduate,No
2023,Men,50 to 64 years old,Racialized,Heterosexual,,,Substance use issue,No,Someone else's place,Yes,Post-secondary or higher,No
2023,Men,18 to 24 years old,Racialized,Heterosexual,,,Substance use issue,"Yes, refugee or refugee claimant",Someone else's place,Yes,High school graduate,Yes
2023,Men,50 to 64 years old,Racialized,Heterosexual,,,Mental health issue,No,Unsheltered,No,High school graduate,No
2023,Men,25 to 49 years old,Racialized,Heterosexual,,,Mental health issue,No,Emergency shelter,Yes,Less than high school,Yes
2023,Men,18 to 24 years old,Non-racialized,Heterosexual,,,Mental health issue,No,Emergency shelter,Yes,High school graduate,No
