Topic,Sector,Period,Question,Response,Denominator,Numerator,Percent
Location of homelessness,Family,October 2021,1. Where are you staying tonight?,Encampment,137,0,0.0
Location of homelessness,Family,October 2024,1. Where are you staying tonight?,Encampment,248,0,0.0
Location of homelessness,Family,April 2018,1. Where are you staying tonight?,Institution,213,0,0.0
Location of homelessness,Family,April 2018,1. Where are you staying tonight?,"Makeshift Shelter, Tent or Shack",213,0,0.0
Location of homelessness,Family,April 2018,1. Where are you staying tonight?,Motel / Hotel,213,95,44.6
Location of homelessness,Family,October 2021,1. Where are you staying tonight?,Other,137,7,5.1
Location of homelessness,Family,April 2018,1. Where are you staying tonight?,Other,213,0,0.0
Location of homelessness,Family,October 2024,1. Where are you staying tonight?,Other,248,0,0.0
Location of homelessness,Family,October 2021,1. Where are you staying tonight?,Someone else's place,137,7,5.1
Location of homelessness,Family,April 2018,1. Where are you staying tonight?,Someone else's Place,213,6,2.8
Location of homelessness,Family,October 2024,1. Where are you staying tonight?,Someone else's place,248,5,2.0
Location of homelessness,Family,April 2018,1. Where are you staying tonight?,Transitional housing,213,7,3.3
Location of homelessness,Family,October 2021,1. Where are you staying tonight?,Unsheltered,137,0,0.0
Location of homelessness,Family,April 2018,1. Where are you staying tonight?,Unsheltered,213,0,0.0
Location of homelessness,Family,October 2024,1. Where are you staying tonight?,Unsheltered,248,1,0.4
Location of homelessness,Family,October 2021,1. Where are you staying tonight?,Unsure,137,0,0.0
Location of homelessness,Family,April 2018,1. Where are you staying tonight?,Unsure,213,0,0.0
Location of homelessness,Family,October 2024,1. Where are you staying tonight?,Unsure,248,5,2.0
Location of homelessness,Family,October 2021,1. Where are you staying tonight?,Vehicle,137,0,0.0
Location of homelessness,Family,April 2018,1. Where are you staying tonight?,Vehicle,213,0,0.0
Location of homelessness,Family,October 2024,1. Where are you staying tonight?,Vehicle,248,0,0.0
Location of homelessness,Family,October 2021,2. Have you stayed in a homeless shelter in the past year?,No,137,16,11.7
Location of homelessness,Family,April 2018,2. Have you stayed in a homeless shelter in the past year?,No,213,17,8.0
Location of homelessness,Family,October 2024,2. Have you stayed in a homeless shelter in the past year?,No,248,164,66.1
Location of homelessness,Family,October 2021,2. Have you stayed in a homeless shelter in the past year?,Yes,137,121,88.3
Location of homelessness,Family,April 2018,2. Have you stayed in a homeless shelter in the past year?,Yes,213,196,92.0
Location of homelessness,Family,October 2024,2. Have you stayed in a homeless shelter in the past year?,Yes,248,84,33.9
Location of homelessness,Single,October 2021,1. Where are you staying tonight?,Emergency shelter,937,522,55.7
Location of homelessness,Single,April 2018,1. Where are you staying tonight?,Emergency shelter,994,626,63.0
Location of homelessness,Single,October 2024,1. Where are you staying tonight?,Emergency shelter,1649,825,50.0
Location of homelessness,Single,October 2021,1. Where are you staying tonight?,Encampment,937,18,1.9
Location of homelessness,Single,October 2024,1. Where are you staying tonight?,Encampment,1649,32,1.9
Location of homelessness,Single,October 2021,1. Where are you staying tonight?,Institution,937,71,7.6
Location of homelessness,Single,April 2018,1. Where are you staying tonight?,Institution,994,61,6.1
Location of homelessness,Single,October 2024,1. Where are you staying tonight?,Institution,1649,30,1.8
Location of homelessness,Single,April 2018,1. Where are you staying tonight?,"Makeshift Shelter, Tent or Shack",994,6,0.6
Location of homelessness,Single,April 2018,1. Where are you staying tonight?,Motel / Hotel,994,10,1.0
Location of homelessness,Single,October 2021,1. Where are you staying tonight?,Other,937,3,0.3
Location of homelessness,Single,April 2018,1. Where are you staying tonight?,Other,994,6,0.6
Location of homelessness,Single,October 2024,1. Where are you staying tonight?,Other,1649,0,0.0
Location of homelessness,Single,October 2021,1. Where are you staying tonight?,Someone else's place,937,85,9.1
Location of homelessness,Single,April 2018,1. Where are you staying tonight?,Someone else's Place,994,77,7.7
Location of homelessness,Single,October 2024,1. Where are you staying tonight?,Someone else's place,1649,106,6.4
Location of homelessness,Single,October 2021,1. Where are you staying tonight?,Transitional housing,937,107,11.4
Location of homelessness,Single,April 2018,1. Where are you staying tonight?,Transitional housing,994,155,15.6
Location of homelessness,Single,October 2024,1. Where are you staying tonight?,Transitional housing,1649,342,20.7
Location of homelessness,Single,October 2021,1. Where are you staying tonight?,Unsheltered,937,91,9.7
Location of homelessness,Single,April 2018,1. Where are you staying tonight?,Unsheltered,994,37,3.7
Location of homelessness,Single,October 2024,1. Where are you staying tonight?,Unsheltered,1649,232,14.1
Location of homelessness,Single,October 2021,1. Where are you staying tonight?,Unsure,937,33,3.5
Location of homelessness,Single,April 2018,1. Where are you staying tonight?,Unsure,994,11,1.1
Location of homelessness,Single,October 2024,1. Where are you staying tonight?,Unsure,1649,42,2.5
Location of homelessness,Single,October 2021,1. Where are you staying tonight?,Vehicle,937,7,0.7
Location of homelessness,Single,April 2018,1. Where are you staying tonight?,Vehicle,994,4,0.4
Location of homelessness,Single,October 2024,1. Where are you staying tonight?,Vehicle,1649,7,0.4
Location of homelessness,Single,October 2021,2. Have you stayed in a homeless shelter in the past year?,No,937,235,25.1
Location of homelessness,Single,April 2018,2. Have you stayed in a homeless shelter in the past year?,No,994,185,18.6
Location of homelessness,Single,October 2024,2. Have you stayed in a homeless shelter in the past year?,No,1649,495,30.0
Location of homelessness,Single,October 2021,2. Have you stayed in a homeless shelter in the past year?,Yes,937,694,74.1
Location of homelessness,Single,April 2018,2. Have you stayed in a homeless shelter in the past year?,Yes,994,805,81.0
Location of homelessness,Single,October 2024,2. Have you stayed in a homeless shelter in the past year?,Yes,1649,1154,70.0
Location of homelessness,Single,October 2021,"3. If you did not stay in shelter in the past year, what were the main reasons?",Bed bugs & other pests,235,24,10
Location of homelessness,Single,October 2021,"3. If you did not stay in shelter in the past year, what were the main reasons?",Crowded,235,30,13
Location of homelessness,Single,October 2021,"3. If you did not stay in shelter in the past year, what were the main reasons?",Fear for safety,235,68,29
Location of homelessness,Single,October 2021,"3. If you did not stay in shelter in the past year, what were the main reasons?",Had other temporary housing,235,57,24
Location of homelessness,Single,October 2021,"3. If you did not stay in shelter in the past year, what were the main reasons?",Personal choice not to stay,235,9,4
Location of homelessness,Single,October 2021,"3. If you did not stay in shelter in the past year, what were the main reasons?",Turned away (banned),235,5,2
Location of homelessness,Single,October 2021,"3. If you did not stay in shelter in the past year, what were the main reasons?",Turned away (shelters are full),235,12,5
Location of homelessness,Youth,October 2021,1. Where are you staying tonight?,Emergency shelter,134,67,50.0
Location of homelessness,Youth,April 2018,1. Where are you staying tonight?,Emergency shelter,187,88,47.1
Location of homelessness,Youth,October 2024,1. Where are you staying tonight?,Emergency shelter,265,105,39.6
Location of homelessness,Youth,October 2021,1. Where are you staying tonight?,Encampment,134,0,0.0
Location of homelessness,Youth,October 2024,1. Where are you staying tonight?,Encampment,265,0,0.0
Location of homelessness,Youth,April 2018,1. Where are you staying tonight?,Institution,187,5,2.7
Location of homelessness,Youth,April 2018,1. Where are you staying tonight?,Motel / Hotel,187,5,2.7
Location of homelessness,Youth,October 2021,1. Where are you staying tonight?,Other,134,9,6.7
Location of homelessness,Youth,April 2018,1. Where are you staying tonight?,Other,187,5,2.7
Location of homelessness,Youth,October 2024,1. Where are you staying tonight?,Other,265,0,0.0
Location of homelessness,Youth,October 2021,1. Where are you staying tonight?,Someone else's place,134,7,5.2
Location of homelessness,Youth,April 2018,1. Where are you staying tonight?,Someone else's Place,187,18,9.6
Location of homelessness,Youth,October 2024,1. Where are you staying tonight?,Someone else's place,265,17,6.4
Location of homelessness,Youth,October 2021,1. Where are you staying tonight?,Transitional housing,134,51,38.1
Location of homelessness,Youth,April 2018,1. Where are you staying tonight?,Transitional housing,187,66,35.3
Location of homelessness,Youth,October 2024,1. Where are you staying tonight?,Transitional housing,265,99,37.4
Location of homelessness,Youth,October 2021,1. Where are you staying tonight?,Vehicle,134,0,0.0
Location of homelessness,Youth,October 2024,1. Where are you staying tonight?,Vehicle,265,0,0.0
Location of homelessness,Youth,October 2021,2. Have you stayed in a homeless shelter in the past year?,No,134,32,23.9
Location of homelessness,Youth,April 2018,2. Have you stayed in a homeless shelter in the past year?,No,187,43,23.0
Location of homelessness,Youth,October 2024,2. Have you stayed in a homeless shelter in the past year?,No,265,105,39.6
Location of homelessness,Youth,October 2021,2. Have you stayed in a homeless shelter in the past year?,Yes,134,101,75.4
Location of homelessness,Youth,April 2018,2. Have you stayed in a homeless shelter in the past year?,Yes,187,143,76.5
Location of homelessness,Youth,October 2024,2. Have you stayed in a homeless shelter in the past year?,Yes,265,160,60.4
